#   Radius       Mass      Log(P)   Log(Rho)   Log(T)     L(r)      Pgas/P    Log(jrot)     L/m      v/csound    omega       v_rot       csound   
1.0893e-01 3.6903e+01 2.0416e+01 3.3622e+00 8.7262e+00 2.1205e+16 2.2240e-01 1.7241e+01 5.7461e+14 1.8525e-02 4.5483e-03 3.4482e+02 3.9298e+08
1.0880e-01 3.6895e+01 2.0420e+01 3.3654e+00 8.7271e+00 2.1194e+16 2.2256e-01 1.7241e+01 5.7445e+14 1.9134e-02 4.5514e-03 3.4464e+02 3.9324e+08
1.0867e-01 3.6888e+01 2.0424e+01 3.3694e+00 8.7283e+00 2.1184e+16 2.2276e-01 1.7240e+01 5.7427e+14 1.9739e-02 4.5544e-03 3.4447e+02 3.9359e+08
1.0847e-01 3.6876e+01 2.0430e+01 3.3743e+00 8.7297e+00 2.1166e+16 2.2301e-01 1.7239e+01 5.7399e+14 2.0696e-02 4.5592e-03 3.4419e+02 3.9400e+08
1.0827e-01 3.6864e+01 2.0438e+01 3.3805e+00 8.7315e+00 2.1150e+16 2.2330e-01 1.7237e+01 5.7373e+14 2.1639e-02 4.5640e-03 3.4391e+02 3.9454e+08
1.0796e-01 3.6845e+01 2.0444e+01 3.3863e+00 8.7332e+00 2.1124e+16 2.2361e-01 1.7236e+01 5.7331e+14 2.3093e-02 4.5713e-03 3.4347e+02 3.9501e+08
1.0780e-01 3.6836e+01 2.0449e+01 3.3901e+00 8.7343e+00 2.1110e+16 2.2380e-01 1.7235e+01 5.7308e+14 2.3809e-02 4.5749e-03 3.4324e+02 3.9533e+08
1.0765e-01 3.6827e+01 2.0454e+01 3.3941e+00 8.7354e+00 2.1096e+16 2.2399e-01 1.7234e+01 5.7286e+14 2.4517e-02 4.5785e-03 3.4302e+02 3.9567e+08
1.0747e-01 3.6816e+01 2.0459e+01 3.3983e+00 8.7367e+00 2.1081e+16 2.2420e-01 1.7233e+01 5.7260e+14 2.5321e-02 4.5826e-03 3.4276e+02 3.9604e+08
1.0730e-01 3.6805e+01 2.0464e+01 3.4026e+00 8.7379e+00 2.1065e+16 2.2441e-01 1.7232e+01 5.7234e+14 2.6115e-02 4.5866e-03 3.4250e+02 3.9641e+08
1.0712e-01 3.6794e+01 2.0469e+01 3.4068e+00 8.7391e+00 2.1049e+16 2.2461e-01 1.7231e+01 5.7208e+14 2.6898e-02 4.5905e-03 3.4224e+02 3.9677e+08
1.0695e-01 3.6784e+01 2.0475e+01 3.4118e+00 8.7406e+00 2.1034e+16 2.2485e-01 1.7230e+01 5.7182e+14 2.7673e-02 4.5944e-03 3.4198e+02 3.9723e+08
1.0670e-01 3.6768e+01 2.0482e+01 3.4177e+00 8.7423e+00 2.1011e+16 2.2513e-01 1.7228e+01 5.7145e+14 2.8762e-02 4.5999e-03 3.4161e+02 3.9775e+08
1.0646e-01 3.6753e+01 2.0487e+01 3.4221e+00 8.7436e+00 2.0988e+16 2.2535e-01 1.7227e+01 5.7106e+14 2.9834e-02 4.6053e-03 3.4123e+02 3.9812e+08
1.0634e-01 3.6745e+01 2.0491e+01 3.4251e+00 8.7445e+00 2.0976e+16 2.2549e-01 1.7226e+01 5.7086e+14 3.0369e-02 4.6080e-03 3.4104e+02 3.9839e+08
1.0622e-01 3.6738e+01 2.0496e+01 3.4295e+00 8.7457e+00 2.0964e+16 2.2569e-01 1.7225e+01 5.7066e+14 3.0898e-02 4.6106e-03 3.4085e+02 3.9879e+08
1.0597e-01 3.6722e+01 2.0503e+01 3.4353e+00 8.7475e+00 2.0941e+16 2.2596e-01 1.7224e+01 5.7027e+14 3.1958e-02 4.6160e-03 3.4046e+02 3.9932e+08
1.0573e-01 3.6706e+01 2.0510e+01 3.4413e+00 8.7492e+00 2.0917e+16 2.2624e-01 1.7222e+01 5.6985e+14 3.3001e-02 4.6212e-03 3.4006e+02 3.9986e+08
1.0548e-01 3.6689e+01 2.0515e+01 3.4457e+00 8.7505e+00 2.0892e+16 2.2646e-01 1.7221e+01 5.6944e+14 3.4082e-02 4.6266e-03 3.3965e+02 4.0025e+08
1.0537e-01 3.6682e+01 2.0519e+01 3.4485e+00 8.7513e+00 2.0881e+16 2.2659e-01 1.7220e+01 5.6925e+14 3.4569e-02 4.6290e-03 3.3946e+02 4.0050e+08
1.0525e-01 3.6674e+01 2.0523e+01 3.4526e+00 8.7525e+00 2.0870e+16 2.2676e-01 1.7219e+01 5.6905e+14 3.5051e-02 4.6315e-03 3.3927e+02 4.0089e+08
1.0503e-01 3.6659e+01 2.0530e+01 3.4580e+00 8.7541e+00 2.0846e+16 2.2701e-01 1.7218e+01 5.6864e+14 3.6005e-02 4.6362e-03 3.3889e+02 4.0139e+08
1.0480e-01 3.6644e+01 2.0537e+01 3.4635e+00 8.7557e+00 2.0822e+16 2.2726e-01 1.7216e+01 5.6822e+14 3.6945e-02 4.6409e-03 3.3850e+02 4.0190e+08
1.0457e-01 3.6628e+01 2.0543e+01 3.4690e+00 8.7573e+00 2.0798e+16 2.2751e-01 1.7215e+01 5.6781e+14 3.7904e-02 4.6457e-03 3.3811e+02 4.0242e+08
1.0434e-01 3.6613e+01 2.0550e+01 3.4746e+00 8.7590e+00 2.0774e+16 2.2776e-01 1.7213e+01 5.6739e+14 3.8849e-02 4.6504e-03 3.3771e+02 4.0294e+08
1.0411e-01 3.6597e+01 2.0557e+01 3.4802e+00 8.7606e+00 2.0747e+16 2.2801e-01 1.7212e+01 5.6692e+14 3.9814e-02 4.6552e-03 3.3729e+02 4.0347e+08
1.0387e-01 3.6580e+01 2.0563e+01 3.4858e+00 8.7623e+00 2.0721e+16 2.2826e-01 1.7210e+01 5.6645e+14 4.0768e-02 4.6599e-03 3.3688e+02 4.0399e+08
1.0364e-01 3.6564e+01 2.0570e+01 3.4912e+00 8.7639e+00 2.0694e+16 2.2851e-01 1.7209e+01 5.6597e+14 4.1704e-02 4.6644e-03 3.3646e+02 4.0450e+08
1.0342e-01 3.6548e+01 2.0576e+01 3.4967e+00 8.7655e+00 2.0667e+16 2.2876e-01 1.7208e+01 5.6547e+14 4.2634e-02 4.6689e-03 3.3605e+02 4.0501e+08
1.0319e-01 3.6532e+01 2.0583e+01 3.5020e+00 8.7670e+00 2.0639e+16 2.2900e-01 1.7206e+01 5.6496e+14 4.3543e-02 4.6733e-03 3.3564e+02 4.0551e+08
1.0297e-01 3.6516e+01 2.0589e+01 3.5071e+00 8.7685e+00 2.0614e+16 2.2921e-01 1.7205e+01 5.6451e+14 4.4412e-02 4.6776e-03 3.3522e+02 4.0602e+08
1.0277e-01 3.6501e+01 2.0595e+01 3.5119e+00 8.7700e+00 2.0594e+16 2.2939e-01 1.7203e+01 5.6421e+14 4.5160e-02 4.6815e-03 3.3484e+02 4.0652e+08
1.0256e-01 3.6487e+01 2.0601e+01 3.5167e+00 8.7714e+00 2.0577e+16 2.2958e-01 1.7202e+01 5.6395e+14 4.5869e-02 4.6854e-03 3.3445e+02 4.0702e+08
1.0236e-01 3.6472e+01 2.0607e+01 3.5216e+00 8.7729e+00 2.0554e+16 2.2979e-01 1.7200e+01 5.6356e+14 4.6623e-02 4.6892e-03 3.3406e+02 4.0749e+08
1.0216e-01 3.6457e+01 2.0616e+01 3.5295e+00 8.7753e+00 2.0526e+16 2.3010e-01 1.7199e+01 5.6303e+14 4.7423e-02 4.6930e-03 3.3367e+02 4.0831e+08
1.0169e-01 3.6422e+01 2.0627e+01 3.5388e+00 8.7780e+00 2.0461e+16 2.3051e-01 1.7196e+01 5.6179e+14 4.9275e-02 4.7017e-03 3.3275e+02 4.0920e+08
1.0139e-01 3.6399e+01 2.0636e+01 3.5459e+00 8.7801e+00 2.0420e+16 2.3081e-01 1.7194e+01 5.6102e+14 5.0413e-02 4.7071e-03 3.3214e+02 4.0992e+08
1.0109e-01 3.6376e+01 2.0643e+01 3.5519e+00 8.7818e+00 2.0385e+16 2.3109e-01 1.7192e+01 5.6039e+14 5.1474e-02 4.7124e-03 3.3154e+02 4.1048e+08
1.0089e-01 3.6361e+01 2.0651e+01 3.5583e+00 8.7837e+00 2.0362e+16 2.3136e-01 1.7190e+01 5.6001e+14 5.2153e-02 4.7159e-03 3.3114e+02 4.1112e+08
1.0055e-01 3.6334e+01 2.0658e+01 3.5641e+00 8.7855e+00 2.0317e+16 2.3163e-01 1.7188e+01 5.5917e+14 5.3354e-02 4.7218e-03 3.3044e+02 4.1167e+08
1.0041e-01 3.6323e+01 2.0664e+01 3.5692e+00 8.7870e+00 2.0296e+16 2.3182e-01 1.7187e+01 5.5877e+14 5.3875e-02 4.7243e-03 3.3014e+02 4.1222e+08
1.0012e-01 3.6300e+01 2.0672e+01 3.5755e+00 8.7889e+00 2.0253e+16 2.3207e-01 1.7185e+01 5.5793e+14 5.4918e-02 4.7292e-03 3.2954e+02 4.1286e+08
9.9876e-02 3.6280e+01 2.0679e+01 3.5813e+00 8.7906e+00 2.0216e+16 2.3231e-01 1.7183e+01 5.5722e+14 5.5799e-02 4.7333e-03 3.2902e+02 4.1346e+08
9.9634e-02 3.6261e+01 2.0686e+01 3.5872e+00 8.7924e+00 2.0179e+16 2.3254e-01 1.7181e+01 5.5651e+14 5.6659e-02 4.7373e-03 3.2850e+02 4.1407e+08
9.9379e-02 3.6240e+01 2.0693e+01 3.5932e+00 8.7942e+00 2.0141e+16 2.3279e-01 1.7180e+01 5.5575e+14 5.7550e-02 4.7415e-03 3.2795e+02 4.1469e+08
9.9127e-02 3.6219e+01 2.0700e+01 3.5987e+00 8.7958e+00 2.0101e+16 2.3302e-01 1.7178e+01 5.5499e+14 5.8423e-02 4.7455e-03 3.2740e+02 4.1525e+08
9.8916e-02 3.6202e+01 2.0706e+01 3.6037e+00 8.7973e+00 2.0068e+16 2.3322e-01 1.7176e+01 5.5434e+14 5.9149e-02 4.7489e-03 3.2693e+02 4.1577e+08
9.8707e-02 3.6184e+01 2.0717e+01 3.6121e+00 8.7999e+00 2.0036e+16 2.3350e-01 1.7175e+01 5.5371e+14 5.9861e-02 4.7522e-03 3.2647e+02 4.1673e+08
9.8196e-02 3.6141e+01 2.0729e+01 3.6226e+00 8.8030e+00 1.9950e+16 2.3397e-01 1.7171e+01 5.5199e+14 6.1587e-02 4.7601e-03 3.2532e+02 4.1777e+08
9.7831e-02 3.6110e+01 2.0740e+01 3.6313e+00 8.8055e+00 1.9887e+16 2.3432e-01 1.7168e+01 5.5073e+14 6.2810e-02 4.7657e-03 3.2449e+02 4.1867e+08
9.7471e-02 3.6079e+01 2.0748e+01 3.6381e+00 8.8076e+00 1.9825e+16 2.3463e-01 1.7165e+01 5.4950e+14 6.4008e-02 4.7710e-03 3.2365e+02 4.1936e+08
9.7260e-02 3.6060e+01 2.0754e+01 3.6431e+00 8.8090e+00 1.9788e+16 2.3483e-01 1.7164e+01 5.4874e+14 6.4703e-02 4.7741e-03 3.2316e+02 4.1988e+08
9.7051e-02 3.6042e+01 2.0762e+01 3.6498e+00 8.8111e+00 1.9749e+16 2.3508e-01 1.7162e+01 5.4796e+14 6.5387e-02 4.7771e-03 3.2267e+02 4.2062e+08
9.6692e-02 3.6010e+01 2.0773e+01 3.6586e+00 8.8137e+00 1.9678e+16 2.3544e-01 1.7160e+01 5.4647e+14 6.6552e-02 4.7822e-03 3.2182e+02 4.2155e+08
9.6309e-02 3.5975e+01 2.0785e+01 3.6682e+00 8.8166e+00 1.9604e+16 2.3582e-01 1.7157e+01 5.4494e+14 6.7788e-02 4.7875e-03 3.2090e+02 4.2258e+08
9.5884e-02 3.5936e+01 2.0794e+01 3.6760e+00 8.8189e+00 1.9519e+16 2.3618e-01 1.7153e+01 5.4316e+14 6.9151e-02 4.7932e-03 3.1987e+02 4.2335e+08
9.5665e-02 3.5916e+01 2.0803e+01 3.6835e+00 8.8211e+00 1.9472e+16 2.3645e-01 1.7151e+01 5.4216e+14 6.9847e-02 4.7961e-03 3.1933e+02 4.2419e+08
9.5250e-02 3.5877e+01 2.0815e+01 3.6926e+00 8.8239e+00 1.9384e+16 2.3684e-01 1.7148e+01 5.4028e+14 7.1150e-02 4.8015e-03 3.1830e+02 4.2514e+08
9.4901e-02 3.5844e+01 2.0823e+01 3.6994e+00 8.8259e+00 1.9305e+16 2.3715e-01 1.7145e+01 5.3858e+14 7.2244e-02 4.8060e-03 3.1743e+02 4.2584e+08
9.4685e-02 3.5823e+01 2.0832e+01 3.7068e+00 8.8281e+00 1.9256e+16 2.3742e-01 1.7144e+01 5.3753e+14 7.2911e-02 4.8087e-03 3.1689e+02 4.2666e+08
9.4279e-02 3.5784e+01 2.0843e+01 3.7162e+00 8.8309e+00 1.9166e+16 2.3781e-01 1.7140e+01 5.3560e+14 7.4157e-02 4.8136e-03 3.1585e+02 4.2766e+08
9.3899e-02 3.5746e+01 2.0856e+01 3.7262e+00 8.8339e+00 1.9073e+16 2.3821e-01 1.7137e+01 5.3357e+14 7.5314e-02 4.8182e-03 3.1488e+02 4.2875e+08
9.3439e-02 3.5701e+01 2.0870e+01 3.7382e+00 8.8375e+00 1.8957e+16 2.3869e-01 1.7134e+01 5.3099e+14 7.6696e-02 4.8235e-03 3.1368e+02 4.3007e+08
9.2892e-02 3.5645e+01 2.0882e+01 3.7483e+00 8.8405e+00 1.8814e+16 2.3918e-01 1.7129e+01 5.2781e+14 7.8339e-02 4.8296e-03 3.1224e+02 4.3105e+08
9.2616e-02 3.5617e+01 2.0894e+01 3.7580e+00 8.8434e+00 1.8738e+16 2.3953e-01 1.7127e+01 5.2609e+14 7.9161e-02 4.8326e-03 3.1150e+02 4.3218e+08
9.2070e-02 3.5560e+01 2.0907e+01 3.7689e+00 8.8466e+00 1.8581e+16 2.4006e-01 1.7122e+01 5.2252e+14 8.0785e-02 4.8384e-03 3.1004e+02 4.3327e+08
9.1718e-02 3.5523e+01 2.0918e+01 3.7773e+00 8.8491e+00 1.8473e+16 2.4044e-01 1.7119e+01 5.2002e+14 8.1854e-02 4.8420e-03 3.0909e+02 4.3415e+08
9.1376e-02 3.5487e+01 2.0928e+01 3.7858e+00 8.8516e+00 1.8361e+16 2.4084e-01 1.7116e+01 5.1741e+14 8.2910e-02 4.8454e-03 3.0815e+02 4.3503e+08
9.1019e-02 3.5448e+01 2.0944e+01 3.7992e+00 8.8557e+00 1.8238e+16 2.4132e-01 1.7113e+01 5.1450e+14 8.4012e-02 4.8489e-03 3.0717e+02 4.3658e+08
9.0255e-02 3.5364e+01 2.0961e+01 3.8129e+00 8.8598e+00 1.7983e+16 2.4195e-01 1.7106e+01 5.0853e+14 8.6192e-02 4.8561e-03 3.0504e+02 4.3803e+08
8.9879e-02 3.5322e+01 2.0978e+01 3.8266e+00 8.8639e+00 1.7878e+16 2.4247e-01 1.7103e+01 5.0614e+14 8.7098e-02 4.8595e-03 3.0398e+02 4.3960e+08
8.9115e-02 3.5234e+01 2.0995e+01 3.8414e+00 8.8681e+00 1.7541e+16 2.4330e-01 1.7096e+01 4.9783e+14 8.9588e-02 4.8660e-03 3.0180e+02 4.4096e+08
8.8696e-02 3.5185e+01 2.1006e+01 3.8507e+00 8.8708e+00 1.7398e+16 2.4383e-01 1.7092e+01 4.9446e+14 9.0670e-02 4.8695e-03 3.0060e+02 4.4183e+08
8.8371e-02 3.5147e+01 2.1018e+01 3.8602e+00 8.8736e+00 1.7285e+16 2.4429e-01 1.7089e+01 4.9179e+14 9.1486e-02 4.8721e-03 2.9965e+02 4.4281e+08
8.7925e-02 3.5093e+01 2.1038e+01 3.8761e+00 8.8785e+00 1.7087e+16 2.4483e-01 1.7085e+01 4.8690e+14 9.2783e-02 4.8756e-03 2.9836e+02 4.4476e+08
8.7034e-02 3.4984e+01 2.1060e+01 3.8947e+00 8.8839e+00 1.6661e+16 2.4587e-01 1.7077e+01 4.7625e+14 9.5403e-02 4.8821e-03 2.9573e+02 4.4654e+08
8.6431e-02 3.4908e+01 2.1076e+01 3.9084e+00 8.8879e+00 1.6364e+16 2.4659e-01 1.7071e+01 4.6876e+14 9.7129e-02 4.8864e-03 2.9393e+02 4.4791e+08
8.5936e-02 3.4845e+01 2.1098e+01 3.9261e+00 8.8932e+00 1.6102e+16 2.4729e-01 1.7067e+01 4.6211e+14 9.8504e-02 4.8897e-03 2.9245e+02 4.4998e+08
8.4974e-02 3.4719e+01 2.1123e+01 3.9473e+00 8.8994e+00 1.5579e+16 2.4854e-01 1.7058e+01 4.4872e+14 1.0117e-01 4.8959e-03 2.8955e+02 4.5198e+08
8.4254e-02 3.4621e+01 2.1142e+01 3.9632e+00 8.9040e+00 1.5162e+16 2.4947e-01 1.7051e+01 4.3793e+14 1.0317e-01 4.9004e-03 2.8735e+02 4.5350e+08
8.3717e-02 3.4547e+01 2.1160e+01 3.9776e+00 8.9082e+00 1.4833e+16 2.5023e-01 1.7045e+01 4.2936e+14 1.0462e-01 4.9037e-03 2.8571e+02 4.5499e+08
8.3106e-02 3.4461e+01 2.1178e+01 3.9933e+00 8.9128e+00 1.4447e+16 2.5108e-01 1.7039e+01 4.1923e+14 1.0623e-01 4.9074e-03 2.8384e+02 4.5659e+08
8.2470e-02 3.4370e+01 2.1204e+01 4.0142e+00 8.9190e+00 1.4039e+16 2.5203e-01 1.7033e+01 4.0848e+14 1.0784e-01 4.9112e-03 2.8189e+02 4.5897e+08
8.1415e-02 3.4214e+01 2.1236e+01 4.0406e+00 8.9267e+00 1.3327e+16 2.5356e-01 1.7022e+01 3.8953e+14 1.1040e-01 4.9177e-03 2.7865e+02 4.6161e+08
8.0391e-02 3.4057e+01 2.1258e+01 4.0595e+00 8.9321e+00 1.2621e+16 2.5493e-01 1.7012e+01 3.7059e+14 1.1280e-01 4.9243e-03 2.7552e+02 4.6319e+08
7.9968e-02 3.3991e+01 2.1277e+01 4.0752e+00 8.9368e+00 1.2325e+16 2.5569e-01 1.7008e+01 3.6260e+14 1.1372e-01 4.9272e-03 2.7423e+02 4.6499e+08
7.9132e-02 3.3857e+01 2.1298e+01 4.0931e+00 8.9419e+00 1.1737e+16 2.5687e-01 1.6999e+01 3.4667e+14 1.1544e-01 4.9334e-03 2.7170e+02 4.6664e+08
7.8593e-02 3.3768e+01 2.1314e+01 4.1063e+00 8.9457e+00 1.1348e+16 2.5768e-01 1.6993e+01 3.3605e+14 1.1651e-01 4.9377e-03 2.7009e+02 4.6797e+08
7.8106e-02 3.3687e+01 2.1330e+01 4.1199e+00 8.9497e+00 1.0993e+16 2.5847e-01 1.6988e+01 3.2632e+14 1.1741e-01 4.9420e-03 2.6865e+02 4.6941e+08
7.7521e-02 3.3588e+01 2.1350e+01 4.1362e+00 8.9545e+00 1.0569e+16 2.5942e-01 1.6982e+01 3.1467e+14 1.1843e-01 4.9475e-03 2.6693e+02 4.7114e+08
7.6833e-02 3.3468e+01 2.1369e+01 4.1520e+00 8.9591e+00 1.0075e+16 2.6046e-01 1.6975e+01 3.0103e+14 1.1956e-01 4.9547e-03 2.6495e+02 4.7269e+08
7.6302e-02 3.3374e+01 2.1385e+01 4.1652e+00 8.9630e+00 9.6926e+15 2.6130e-01 1.6970e+01 2.9042e+14 1.2038e-01 4.9608e-03 2.6344e+02 4.7405e+08
7.5807e-02 3.3285e+01 2.1399e+01 4.1771e+00 8.9664e+00 9.3418e+15 2.6207e-01 1.6965e+01 2.8066e+14 1.2108e-01 4.9672e-03 2.6207e+02 4.7526e+08
7.5384e-02 3.3208e+01 2.1412e+01 4.1880e+00 8.9696e+00 9.0438e+15 2.6277e-01 1.6960e+01 2.7234e+14 1.2165e-01 4.9731e-03 2.6092e+02 4.7639e+08
7.4967e-02 3.3130e+01 2.1422e+01 4.1957e+00 8.9718e+00 8.7510e+15 2.6331e-01 1.6956e+01 2.6414e+14 1.2217e-01 4.9794e-03 2.5980e+02 4.7714e+08
7.4792e-02 3.3097e+01 2.1427e+01 4.2003e+00 8.9732e+00 8.6283e+15 2.6361e-01 1.6954e+01 2.6069e+14 1.2238e-01 4.9822e-03 2.5934e+02 4.7761e+08
7.4618e-02 3.3065e+01 2.1434e+01 4.2055e+00 8.9747e+00 8.5067e+15 2.6394e-01 1.6952e+01 2.5728e+14 1.2258e-01 4.9851e-03 2.5889e+02 4.7816e+08
7.4390e-02 3.3021e+01 2.1441e+01 4.2113e+00 8.9764e+00 8.3485e+15 2.6432e-01 1.6950e+01 2.5282e+14 1.2284e-01 4.9890e-03 2.5830e+02 4.7878e+08
7.4164e-02 3.2978e+01 2.1450e+01 4.2193e+00 8.9788e+00 8.1930e+15 2.6482e-01 1.6948e+01 2.4844e+14 1.2308e-01 4.9931e-03 2.5773e+02 4.7966e+08
7.3769e-02 3.2902e+01 2.1460e+01 4.2269e+00 8.9810e+00 7.9227e+15 2.6536e-01 1.6944e+01 2.4080e+14 1.2348e-01 5.0006e-03 2.5674e+02 4.8040e+08
7.3586e-02 3.2866e+01 2.1465e+01 4.2317e+00 8.9824e+00 7.7980e+15 2.6568e-01 1.6942e+01 2.3727e+14 1.2366e-01 5.0044e-03 2.5629e+02 4.8090e+08
7.3403e-02 3.2830e+01 2.1470e+01 4.2355e+00 8.9835e+00 7.6745e+15 2.6594e-01 1.6940e+01 2.3376e+14 1.2384e-01 5.0082e-03 2.5585e+02 4.8130e+08
7.3293e-02 3.2809e+01 2.1473e+01 4.2384e+00 8.9843e+00 7.6005e+15 2.6614e-01 1.6939e+01 2.3166e+14 1.2394e-01 5.0106e-03 2.5559e+02 4.8160e+08
7.3183e-02 3.2787e+01 2.1478e+01 4.2425e+00 8.9855e+00 7.5267e+15 2.6641e-01 1.6938e+01 2.2957e+14 1.2403e-01 5.0130e-03 2.5533e+02 4.8204e+08
7.2976e-02 3.2746e+01 2.1485e+01 4.2479e+00 8.9871e+00 7.3872e+15 2.6678e-01 1.6936e+01 2.2560e+14 1.2421e-01 5.0177e-03 2.5485e+02 4.8261e+08
7.2769e-02 3.2704e+01 2.1492e+01 4.2534e+00 8.9887e+00 7.2502e+15 2.6716e-01 1.6934e+01 2.2169e+14 1.2438e-01 5.0226e-03 2.5438e+02 4.8320e+08
7.2548e-02 3.2660e+01 2.1497e+01 4.2578e+00 8.9900e+00 7.1032e+15 2.6747e-01 1.6932e+01 2.1749e+14 1.2456e-01 5.0281e-03 2.5388e+02 4.8364e+08
7.2438e-02 3.2637e+01 2.1500e+01 4.2607e+00 8.9908e+00 7.0304e+15 2.6767e-01 1.6931e+01 2.1541e+14 1.2465e-01 5.0309e-03 2.5364e+02 4.8394e+08
7.2329e-02 3.2615e+01 2.1506e+01 4.2654e+00 8.9923e+00 6.9577e+15 2.6799e-01 1.6930e+01 2.1333e+14 1.2473e-01 5.0338e-03 2.5340e+02 4.8446e+08
7.2069e-02 3.2562e+01 2.1514e+01 4.2722e+00 8.9942e+00 6.7856e+15 2.6846e-01 1.6927e+01 2.0839e+14 1.2491e-01 5.0408e-03 2.5284e+02 4.8517e+08
7.1812e-02 3.2509e+01 2.1521e+01 4.2773e+00 8.9957e+00 6.6171e+15 2.6884e-01 1.6925e+01 2.0355e+14 1.2509e-01 5.0481e-03 2.5230e+02 4.8569e+08
7.1682e-02 3.2482e+01 2.1525e+01 4.2807e+00 8.9967e+00 6.5315e+15 2.6909e-01 1.6923e+01 2.0108e+14 1.2517e-01 5.0519e-03 2.5204e+02 4.8605e+08
7.1552e-02 3.2455e+01 2.1531e+01 4.2858e+00 8.9982e+00 6.4466e+15 2.6944e-01 1.6922e+01 1.9863e+14 1.2525e-01 5.0559e-03 2.5178e+02 4.8660e+08
7.1294e-02 3.2401e+01 2.1537e+01 4.2910e+00 8.9997e+00 6.2795e+15 2.6983e-01 1.6920e+01 1.9381e+14 1.2540e-01 5.0640e-03 2.5127e+02 4.8713e+08
7.1157e-02 3.2372e+01 2.1542e+01 4.2946e+00 9.0008e+00 6.1912e+15 2.7010e-01 1.6918e+01 1.9125e+14 1.2548e-01 5.0684e-03 2.5101e+02 4.8750e+08
7.1020e-02 3.2343e+01 2.1548e+01 4.3000e+00 9.0023e+00 6.1034e+15 2.7047e-01 1.6917e+01 1.8871e+14 1.2555e-01 5.0730e-03 2.5075e+02 4.8809e+08
7.0748e-02 3.2285e+01 2.1556e+01 4.3067e+00 9.0043e+00 5.9301e+15 2.7098e-01 1.6915e+01 1.8368e+14 1.2568e-01 5.0824e-03 2.5026e+02 4.8878e+08
7.0509e-02 3.2233e+01 2.1564e+01 4.3130e+00 9.0061e+00 5.7788e+15 2.7145e-01 1.6912e+01 1.7928e+14 1.2579e-01 5.0912e-03 2.4984e+02 4.8944e+08
7.0271e-02 3.2182e+01 2.1571e+01 4.3192e+00 9.0080e+00 5.6298e+15 2.7193e-01 1.6910e+01 1.7494e+14 1.2589e-01 5.1002e-03 2.4944e+02 4.9009e+08
7.0036e-02 3.2130e+01 2.1579e+01 4.3254e+00 9.0098e+00 5.4825e+15 2.7241e-01 1.6908e+01 1.7063e+14 1.2598e-01 5.1096e-03 2.4906e+02 4.9073e+08
6.9804e-02 3.2079e+01 2.1584e+01 4.3301e+00 9.0111e+00 5.3387e+15 2.7278e-01 1.6906e+01 1.6642e+14 1.2607e-01 5.1192e-03 2.4870e+02 4.9120e+08
6.9689e-02 3.2054e+01 2.1588e+01 4.3331e+00 9.0120e+00 5.2677e+15 2.7302e-01 1.6905e+01 1.6434e+14 1.2610e-01 5.1241e-03 2.4853e+02 4.9151e+08
6.9574e-02 3.2028e+01 2.1593e+01 4.3373e+00 9.0132e+00 5.1976e+15 2.7334e-01 1.6904e+01 1.6228e+14 1.2614e-01 5.1291e-03 2.4836e+02 4.9196e+08
6.9370e-02 3.1983e+01 2.1600e+01 4.3427e+00 9.0148e+00 5.0731e+15 2.7378e-01 1.6902e+01 1.5862e+14 1.2619e-01 5.1383e-03 2.4808e+02 4.9252e+08
6.9167e-02 3.1937e+01 2.1606e+01 4.3478e+00 9.0163e+00 4.9501e+15 2.7419e-01 1.6901e+01 1.5500e+14 1.2624e-01 5.1478e-03 2.4781e+02 4.9304e+08
6.8988e-02 3.1896e+01 2.1612e+01 4.3526e+00 9.0177e+00 4.8413e+15 2.7458e-01 1.6899e+01 1.5178e+14 1.2628e-01 5.1564e-03 2.4758e+02 4.9354e+08
6.8810e-02 3.1856e+01 2.1617e+01 4.3573e+00 9.0190e+00 4.7346e+15 2.7496e-01 1.6897e+01 1.4863e+14 1.2631e-01 5.1653e-03 2.4737e+02 4.9402e+08
6.8633e-02 3.1815e+01 2.1626e+01 4.3643e+00 9.0211e+00 4.6283e+15 2.7551e-01 1.6896e+01 1.4547e+14 1.2633e-01 5.1743e-03 2.4716e+02 4.9478e+08
6.8283e-02 3.1734e+01 2.1634e+01 4.3711e+00 9.0230e+00 4.4204e+15 2.7611e-01 1.6893e+01 1.3929e+14 1.2637e-01 5.1932e-03 2.4680e+02 4.9543e+08
6.8131e-02 3.1699e+01 2.1639e+01 4.3752e+00 9.0242e+00 4.3318e+15 2.7646e-01 1.6892e+01 1.3665e+14 1.2639e-01 5.2017e-03 2.4665e+02 4.9585e+08
6.7980e-02 3.1664e+01 2.1644e+01 4.3792e+00 9.0254e+00 4.2442e+15 2.7680e-01 1.6891e+01 1.3404e+14 1.2639e-01 5.2103e-03 2.4652e+02 4.9627e+08
6.7830e-02 3.1628e+01 2.1652e+01 4.3857e+00 9.0273e+00 4.1574e+15 2.7733e-01 1.6890e+01 1.3144e+14 1.2640e-01 5.2192e-03 2.4639e+02 4.9696e+08
6.7496e-02 3.1549e+01 2.1660e+01 4.3927e+00 9.0293e+00 3.9645e+15 2.7796e-01 1.6887e+01 1.2566e+14 1.2639e-01 5.2396e-03 2.4614e+02 4.9764e+08
